epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
126,4220.06,0.26987,0.18867,0.83456,0.86188,0.75604,0.84821,0.6596,1.12492,1.14219,1.32723,0.00038125,0.00038125,0.00038125
127,4254.29,0.2751,0.19032,0.8386,0.8682,0.76368,0.85746,0.66274,1.12918,1.12694,1.32541,0.0003763,0.0003763,0.0003763
128,4288.56,0.27202,0.18876,0.83671,0.8525,0.76852,0.8527,0.66395,1.10458,1.07738,1.32279,0.00037135,0.00037135,0.00037135
129,4322.91,0.2729,0.18935,0.8325,0.83821,0.76693,0.82386,0.63296,1.11329,1.09173,1.34253,0.0003664,0.0003664,0.0003664
130,4357.19,0.2641,0.18494,0.83305,0.86652,0.75934,0.84147,0.6533,1.11715,1.14436,1.32827,0.00036145,0.00036145,0.00036145
131,4391.58,0.26641,0.1876,0.83492,0.87183,0.76479,0.84509,0.65461,1.11897,1.1305,1.31182,0.0003565,0.0003565,0.0003565
132,34.2622,0.29115,0.22243,0.84535,0.85553,0.72795,0.81591,0.63096,1.12153,1.10926,1.32694,0.00035155,0.00035155,0.00035155
133,67.7246,0.27439,0.2014,0.83805,0.86489,0.75544,0.8422,0.65143,1.13427,1.0825,1.33526,0.0003466,0.0003466,0.0003466
134,101.521,0.27293,0.19738,0.84068,0.88695,0.7467,0.84682,0.65239,1.13928,1.1048,1.34987,0.00034165,0.00034165,0.00034165
135,135.385,0.26694,0.19218,0.8343,0.86432,0.76418,0.84942,0.64998,1.14438,1.078,1.35831,0.0003367,0.0003367,0.0003367
136,169.366,0.26901,0.19189,0.83402,0.87015,0.75345,0.83423,0.64623,1.14291,1.17507,1.3502,0.00033175,0.00033175,0.00033175
137,203.347,0.26783,0.18879,0.8305,0.86484,0.74402,0.82831,0.64192,1.1395,1.17256,1.35608,0.0003268,0.0003268,0.0003268
138,237.406,0.25793,0.18782,0.83258,0.87686,0.739,0.83515,0.6493,1.13065,1.17714,1.33955,0.00032185,0.00032185,0.00032185
139,271.41,0.256,0.18499,0.83325,0.86385,0.76103,0.84703,0.65914,1.12072,1.13139,1.353,0.0003169,0.0003169,0.0003169
140,305.372,0.24975,0.17961,0.82955,0.87057,0.75858,0.83853,0.66018,1.08182,1.11807,1.32619,0.00031195,0.00031195,0.00031195
141,339.35,0.25715,0.18266,0.83233,0.84997,0.75206,0.83408,0.65195,1.10214,1.1153,1.34461,0.000307,0.000307,0.000307
142,373.356,0.25087,0.17866,0.82925,0.8619,0.76519,0.84695,0.66446,1.09383,1.08046,1.33371,0.00030205,0.00030205,0.00030205
143,407.328,0.25524,0.18033,0.83092,0.87987,0.75903,0.85184,0.66415,1.12041,1.11459,1.33537,0.0002971,0.0002971,0.0002971
144,441.298,0.24902,0.17889,0.82649,0.87,0.75236,0.84513,0.66683,1.114,1.17574,1.33978,0.00029215,0.00029215,0.00029215
145,475.289,0.24163,0.17502,0.82816,0.87054,0.75075,0.84488,0.66713,1.11295,1.20918,1.33127,0.0002872,0.0002872,0.0002872
146,509.297,0.23832,0.17176,0.82601,0.87776,0.74692,0.84135,0.66844,1.09559,1.26765,1.3156,0.00028225,0.00028225,0.00028225
147,543.287,0.23829,0.17113,0.82756,0.87143,0.74891,0.84613,0.67356,1.09281,1.25752,1.30859,0.0002773,0.0002773,0.0002773
148,577.342,0.24496,0.1763,0.82862,0.87386,0.76391,0.85385,0.67869,1.06347,1.13849,1.30424,0.00027235,0.00027235,0.00027235
149,611.382,0.24637,0.17469,0.8306,0.88638,0.75051,0.85162,0.6761,1.1018,1.21369,1.32243,0.0002674,0.0002674,0.0002674
150,645.325,0.24405,0.17387,0.82878,0.87888,0.75223,0.85395,0.67256,1.12043,1.16139,1.34725,0.00026245,0.00026245,0.00026245
